# -----------------------------------------------------------------------------
# TMdock - docking by full/partial structure alignment                V20160511
#										
# -----------------------------------------------------------------------------
#               Date / time : 2023:06:21 / 14:01:15
#       Number of templates : 12470
#            Alignment type : FSA
#                 Fast mode : on
#         Benchmarking mode : off
#     TMScore Normalized by : Length of the target
# -----------------------------------------------------------------------------
#
# Label                Score    TM-score1    TM-score2    FSC-score      iSeqID1      iSeqID2        dSASA         d_av       AACE18        SolEM     trgtLen1     trgtLen2    tmpltLen1    tmpltLen2      aliLen1      aliLen2         t[0]         t[1]         t[2]      u[0][0]      u[0][1]      u[0][2]      u[1][0]      u[1][1]      u[1][2]      u[2][0]      u[2][1]      u[2][2]
#
3njd1A1B_12      1.01727e-03  2.26528e-01  3.45682e-01  2.08461e-02  2.63158e-02  0.00000e+00  3.26244e-02  6.92261e-02  1.60131e-01  7.97554e-02  2.93000e+02  7.10000e+01  2.90000e+02  2.92000e+02  1.93000e+02  5.90000e+01  3.10704e+01 -8.16403e+00  6.42539e+00 -3.73668e-01 -5.51472e-01 -7.45822e-01  8.05696e-01  2.05430e-01 -5.55565e-01  4.59592e-01 -8.08503e-01  3.67557e-01
2f6u0A0B_21      1.01696e-03  2.52076e-01  2.93007e-01  5.27913e-02  4.05405e-02  4.76190e-02  8.70295e-04  7.01851e-02  1.68753e-01  3.66418e-02  2.93000e+02  7.10000e+01  2.31000e+02  2.31000e+02  1.88000e+02  6.00000e+01 -3.05258e+01 -1.00628e+01 -5.59637e+00 -3.18899e-02 -8.52846e-02  9.95846e-01  8.31536e-01 -5.55077e-01 -2.09088e-02  5.54555e-01  8.27415e-01  8.86186e-02
6sl5B1F1_21      1.01683e-03  1.75182e-01  3.47477e-01  4.30880e-02  0.00000e+00  7.14286e-02  2.65598e-01  1.93760e-01  6.25908e-02  3.46699e-01  2.93000e+02  7.10000e+01  1.62000e+02  7.33000e+02  1.07000e+02  5.30000e+01 -1.90467e+01  1.46821e+01 -3.49113e+00 -5.18702e-01  8.17916e-01  2.48921e-01 -4.42401e-01 -5.05917e-01  7.40493e-01  7.31594e-01  2.73972e-01  6.24267e-01
1xg20A0B_21      1.01580e-03  1.71168e-01  3.69861e-01  2.52101e-02  1.11111e-01  6.25000e-02  6.93880e-01  4.28427e-01  8.23529e-03  6.12218e-01  2.93000e+02  7.10000e+01  1.51000e+02  3.17000e+02  9.40000e+01  4.70000e+01  1.27590e+01 -4.47250e+00  1.76711e+01  1.52773e-01 -9.54203e-01 -2.57210e-01 -1.90309e-01 -2.83799e-01  9.39809e-01 -9.69764e-01 -9.46278e-02 -2.24950e-01
1rq20A0B_12      1.01544e-03  3.06756e-01  3.11172e-01  7.41351e-02  6.97674e-02  1.22449e-01  3.06700e-03  8.38825e-02  8.46760e-02  4.80195e-02  2.93000e+02  7.10000e+01  3.00000e+02  2.93000e+02  1.76000e+02  6.60000e+01  3.39746e+01 -3.27140e+00  9.61730e-01  3.41863e-01 -5.52149e-01 -7.60435e-01 -2.30836e-02 -8.13879e-01  5.80576e-01 -9.39466e-01 -1.80924e-01 -2.90981e-01
6ln3A1A3_12      1.01538e-03  1.89390e-01  3.29185e-01  2.99921e-02  4.41176e-02  5.00000e-02  4.32022e-03  4.89540e-02  1.73765e-01  5.09117e-02  2.93000e+02  7.10000e+01  2.02000e+02  2.02000e+02  1.70000e+02  5.60000e+01 -7.67025e+00 -2.56101e+01 -1.74815e+01  6.86518e-01  5.53672e-01 -4.71316e-01 -1.44309e-01  7.39060e-01  6.58001e-01  7.12648e-01 -3.83714e-01  5.87278e-01
6uiyA1A3_12      1.01532e-03  1.97921e-01  3.43316e-01  6.50730e-02  7.89474e-02  6.66667e-02  4.99155e-03  6.70535e-02  1.25164e-01  5.62962e-02  2.93000e+02  7.10000e+01  1.25000e+02  1.25000e+02  9.60000e+01  6.40000e+01 -2.90986e+01  8.94004e+00  6.66247e+00 -8.26664e-02  5.60317e-01  8.24143e-01  4.81244e-01 -7.01717e-01  5.25354e-01  8.72680e-01  4.40043e-01 -2.11641e-01
6uiyA2A4_12      1.01532e-03  1.97921e-01  3.43316e-01  6.50730e-02  7.89474e-02  6.66667e-02  4.99155e-03  6.70535e-02  1.25164e-01  5.62962e-02  2.93000e+02  7.10000e+01  1.25000e+02  1.25000e+02  9.60000e+01  6.40000e+01 -2.90986e+01  8.94004e+00  6.66247e+00 -8.26664e-02  5.60317e-01  8.24143e-01  4.81244e-01 -7.01717e-01  5.25354e-01  8.72680e-01  4.40043e-01 -2.11641e-01
6qbgA1B1_12      1.01514e-03  1.52037e-01  3.12674e-01  1.78460e-02  2.66667e-02  7.89474e-02  6.26816e-01  2.99857e-01  0.00000e+00  4.20753e-01  2.93000e+02  7.10000e+01  9.80000e+01  2.41000e+02  7.50000e+01  5.60000e+01 -1.38871e+01  8.44044e+00  2.97542e+01  8.39601e-01 -2.40123e-01 -4.87249e-01  4.67535e-01 -1.37228e-01  8.73258e-01 -2.76554e-01 -9.60994e-01 -2.95027e-03
3fru0A0B_12      1.01504e-03  2.77358e-01  3.06933e-01  9.50425e-02  5.12821e-02  6.25000e-02  8.43296e-01  6.15503e-01  3.22754e-02  7.40519e-01  2.93000e+02  7.10000e+01  2.69000e+02  9.90000e+01  1.96000e+02  6.00000e+01  3.01334e+00 -1.12638e+01  2.84298e+00 -3.57499e-01  1.01522e-01  9.28379e-01  8.57259e-01 -3.58739e-01  3.69342e-01  3.70542e-01  9.27901e-01  4.12185e-02
1gh60A0B_21      1.01480e-03  2.58411e-01  2.99760e-01  1.05600e-01  4.44444e-02  0.00000e+00  6.61328e-04  8.07144e-02  1.08650e-01  2.68820e-02  2.93000e+02  7.10000e+01  3.26000e+02  1.14000e+02  2.04000e+02  4.60000e+01 -3.67259e+01 -1.03803e+01  3.83834e+01 -1.33914e-01 -2.64163e-01  9.55136e-01 -1.23077e-01 -9.51922e-01 -2.80530e-01  9.83321e-01 -1.55122e-01  9.49631e-02
6b9xA1B1_21      1.01477e-03  1.83202e-01  2.47345e-01  3.64146e-02  0.00000e+00  5.26316e-02  6.97459e-08  0.00000e+00  1.67477e-01  1.29793e-02  2.93000e+02  7.10000e+01  1.26000e+02  6.00000e+01  1.11000e+02  4.20000e+01  1.65534e+01 -3.27733e+01  2.46411e+01  8.14262e-01 -5.63306e-01  1.40228e-01 -4.68168e-01 -7.80072e-01 -4.15097e-01  3.43215e-01  2.72348e-01 -8.98905e-01
3tnd1A1B_21      1.01421e-03  1.37422e-01  3.14232e-01  1.01148e-01  7.93651e-02  0.00000e+00  8.94814e-01  5.74183e-01  1.17942e-02  7.32380e-01  2.93000e+02  7.10000e+01  6.80000e+01  1.32000e+02  6.40000e+01  5.20000e+01 -1.57143e+01 -1.27405e+00 -3.95105e-01 -1.66014e-01  9.19782e-01  3.55584e-01  3.83924e-02 -3.54285e-01  9.34349e-01  9.85376e-01  1.68767e-01  2.35037e-02
6vxnD1E1_12      1.01381e-03  2.14281e-01  4.36174e-01  8.70596e-02  1.02564e-01  6.12245e-02  4.75373e-01  4.32422e-01  1.40311e-01  3.57032e-01  2.93000e+02  7.10000e+01  2.66000e+02  2.66000e+02  1.63000e+02  5.80000e+01  1.72596e+01 -1.34791e+01 -1.56406e+00  2.08946e-01  6.16614e-01  7.59031e-01 -4.30368e-02  7.81209e-01 -6.22784e-01 -9.76980e-01  9.74622e-02  1.89768e-01
6x2vA1B1_21      1.01357e-03  1.53952e-01  3.35411e-01  3.31557e-02  0.00000e+00  1.17647e-01  3.71074e-03  3.38060e-02  1.52642e-01  6.47173e-02  2.93000e+02  7.10000e+01  1.20000e+02  2.02000e+02  7.40000e+01  4.90000e+01 -2.26132e+01  1.93012e+01  1.20002e+00 -4.30812e-01  8.31064e-01  3.51757e-01  7.18680e-01  5.51694e-01 -4.23240e-01 -5.45803e-01  7.04641e-02 -8.34946e-01
1of50A0B_12      1.01298e-03  1.85386e-01  3.44544e-01  9.84683e-02  1.23288e-01  8.92857e-02  9.48194e-01  6.73913e-01  2.00773e-04  8.87205e-01  2.93000e+02  7.10000e+01  1.54000e+02  1.28000e+02  1.16000e+02  6.50000e+01 -8.04576e+00 -4.72042e+00 -7.02503e+00  9.54018e-01  9.94422e-03  2.99584e-01  2.02151e-01 -7.59303e-01 -6.18541e-01  2.21324e-01  6.50661e-01 -7.26399e-01
6wdnG1E1_21      1.01298e-03  1.59213e-01  3.27825e-01  1.18182e-02  3.70370e-02  2.56410e-02  0.00000e+00  0.00000e+00  1.62448e-01  1.30722e-02  2.93000e+02  7.10000e+01  1.74000e+02  1.74000e+02  1.23000e+02  5.00000e+01  1.76655e+01  1.83835e+01  4.81009e+01  4.80668e-01  3.11815e-01 -8.19591e-01  8.75787e-01 -1.23586e-01  4.66608e-01  4.42051e-02 -9.42071e-01 -3.32488e-01
3l3u1A1B_21      1.01279e-03  2.06285e-01  3.95649e-01  5.85739e-02  9.19540e-02  1.17647e-01  4.43013e-01  3.10008e-01  6.35398e-03  3.83744e-01  2.93000e+02  7.10000e+01  1.45000e+02  1.51000e+02  1.29000e+02  5.10000e+01 -6.15501e+00 -2.56443e+00 -2.19395e+01  6.18885e-01  6.53296e-01  4.36104e-01  4.90743e-01  1.11921e-01 -8.64086e-01 -6.13313e-01  7.48784e-01 -2.51334e-01
4iefA1B1_12      1.01253e-03  2.37120e-01  3.62141e-01  6.23306e-02  7.95455e-02  7.89474e-02  1.07281e-01  1.12185e-01  2.48494e-02  1.79485e-01  2.93000e+02  7.10000e+01  1.92000e+02  4.22000e+02  1.32000e+02  6.30000e+01  1.39881e+01  8.15906e+00  2.14316e+01  9.57348e-01 -5.73937e-02 -2.83179e-01 -9.10912e-02  8.70141e-01 -4.84310e-01  2.74202e-01  4.89449e-01  8.27800e-01
3n4i1A1B_12      1.01242e-03  2.64104e-01  3.20645e-01  1.24069e-02  7.59494e-02  3.50877e-02  1.97620e-03  4.38969e-02  1.49467e-01  3.64846e-02  2.93000e+02  7.10000e+01  2.65000e+02  1.65000e+02  1.87000e+02  7.10000e+01 -2.05590e+01  7.42064e+00 -2.14599e+01 -6.87706e-01  1.84170e-01  7.02241e-01 -6.99279e-01 -4.28002e-01 -5.72558e-01  1.95112e-01 -8.84814e-01  4.23126e-01
6suhA1A2_12      1.01232e-03  2.07439e-01  2.56919e-01  1.19454e-02  1.08108e-01  5.71429e-02  2.65718e-06  0.00000e+00  1.58799e-01  2.04335e-02  2.93000e+02  7.10000e+01  1.16000e+02  1.16000e+02  9.30000e+01  6.40000e+01 -2.82220e+01 -4.22372e-01 -1.69690e+01 -3.15318e-01  9.20668e-01 -2.30098e-01  1.59764e-01  2.90507e-01  9.43441e-01  9.35441e-01  2.60723e-01 -2.38692e-01
6pe5D1H1_12      1.01230e-03  2.43545e-01  3.07806e-01  1.11857e-02  2.04082e-02  0.00000e+00  1.63359e-05  0.00000e+00  1.21855e-01  1.71712e-02  2.93000e+02  7.10000e+01  3.45000e+02  1.58000e+02  2.26000e+02  5.30000e+01  6.77287e+00  9.24840e+00  5.54489e+01  1.87701e-01  3.49770e-01  9.17839e-01  7.83867e-01 -6.16431e-01  7.46061e-02  5.91879e-01  7.05460e-01 -3.89878e-01
3k811C1B_12      1.01208e-03  1.40368e-01  3.28363e-01  2.19224e-02  2.63158e-02  3.03030e-02  0.00000e+00  0.00000e+00  1.60838e-01  1.30722e-02  2.93000e+02  7.10000e+01  1.05000e+02  1.20000e+02  9.20000e+01  6.70000e+01  2.15980e+01  3.10717e+01 -2.24071e+01 -5.07494e-01 -8.21600e-01  2.59659e-01  8.47213e-01 -5.30734e-01 -2.34772e-02  1.57099e-01  2.08072e-01  9.65415e-01
6k5gA1B1_12      1.01137e-03  2.78198e-01  3.95526e-01  1.35620e-02  1.23967e-01  1.42857e-01  2.41923e-03  1.30476e-01  2.09490e-01  4.45621e-02  2.93000e+02  7.10000e+01  3.02000e+02  2.89000e+02  1.98000e+02  6.70000e+01  2.97914e+01 -1.50816e+01 -3.57029e+00 -6.58132e-01 -4.34623e-01 -6.14789e-01 -5.55724e-01 -2.70498e-01  7.86131e-01 -5.07970e-01  8.59031e-01 -6.35077e-02
6o7nB1D1_12      1.01046e-03  3.05146e-01  3.73517e-01  1.75090e-02  0.00000e+00  9.09091e-02  1.21327e-04  1.06775e-01  1.86120e-01  4.59508e-02  2.93000e+02  7.10000e+01  5.22000e+02  5.22000e+02  2.24000e+02  5.20000e+01  1.65069e+01 -2.59592e+01  2.81213e+01  4.57772e-01 -7.00045e-01  5.48071e-01 -8.35740e-01 -5.49115e-01 -3.33345e-03  3.03287e-01 -4.56519e-01 -8.36425e-01
6suhB1B2_12      1.01010e-03  2.06482e-01  2.64791e-01  1.30933e-02  4.65116e-02  8.82353e-02  5.67525e-13  0.00000e+00  1.59663e-01  1.32184e-02  2.93000e+02  7.10000e+01  1.15000e+02  1.15000e+02  9.50000e+01  6.30000e+01 -2.96246e+01 -8.61893e-01 -1.54264e+01 -1.26938e-01  9.31299e-01 -3.41422e-01  1.49938e-01  3.58267e-01  9.21501e-01  9.80513e-01  6.57814e-02 -1.85114e-01
6k9yA1B1_12      1.00924e-03  2.52919e-01  4.21705e-01  3.81356e-02  4.81928e-02  1.36364e-01  4.20036e-01  2.69555e-01  0.00000e+00  2.46023e-01  2.93000e+02  7.10000e+01  3.42000e+02  3.28000e+02  2.30000e+02  5.40000e+01 -1.72354e+01  1.55487e+01  2.53242e+01 -9.75329e-01 -5.55522e-02 -2.13652e-01  1.75543e-01 -7.82015e-01 -5.98028e-01 -1.33857e-01 -6.20779e-01  7.72474e-01
3add1A1B_12      1.00918e-03  2.38021e-01  2.95096e-01  9.52381e-02  5.97015e-02  6.66667e-02  9.29144e-01  6.33478e-01  0.00000e+00  7.99569e-01  2.93000e+02  7.10000e+01  2.47000e+02  2.35000e+02  1.57000e+02  5.10000e+01  1.43402e+00  4.80438e+00 -1.17459e+01 -5.91322e-01 -8.03511e-01 -6.86184e-02 -7.38921e-01  5.05771e-01  4.45188e-01 -3.23008e-01  3.13953e-01 -8.92804e-01
5o05D1A1_21      1.00913e-03  2.57472e-01  3.21345e-01  8.01187e-02  4.22535e-02  0.00000e+00  4.42563e-05  8.76701e-02  1.55211e-01  3.98954e-03  2.93000e+02  7.10000e+01  3.08000e+02  1.14000e+02  2.37000e+02  4.80000e+01 -2.92447e+01 -1.91696e+01  1.86539e+01 -4.99457e-01 -2.82100e-01 -8.19123e-01  2.58506e-01 -9.50955e-01  1.69879e-01 -8.26872e-01 -1.26901e-01  5.47886e-01
6s3lF1G1_12      1.00874e-03  2.04233e-01  3.30263e-01  2.29645e-02  2.04082e-02  1.15385e-01  6.12306e-06  1.63527e-02  1.31248e-01  6.27334e-03  2.93000e+02  7.10000e+01  2.51000e+02  8.90000e+01  1.87000e+02  4.20000e+01 -2.36384e+01  1.78214e+01  1.28108e+01 -5.16164e-01 -7.88842e-01 -3.33620e-01 -8.50513e-01  4.26145e-01  3.08266e-01 -1.01003e-01  4.42865e-01 -8.90881e-01
7jflB1D1_12      1.00833e-03  2.86993e-01  2.66244e-01  1.26972e-01  3.57143e-02  1.66667e-01  3.24392e-01  2.68620e-01  5.12968e-04  2.95018e-01  2.93000e+02  7.10000e+01  1.96000e+02  3.80000e+01  1.67000e+02  3.00000e+01 -2.33346e+01  1.25680e+01  1.93798e+01 -2.63616e-01  7.06401e-01 -6.56890e-01  9.51504e-01  3.02369e-01 -5.66881e-02  1.58579e-01 -6.39977e-01 -7.51852e-01
1s4c0A0D_21      1.00817e-03  1.81547e-01  3.04790e-01  2.31037e-02  7.81250e-02  1.60000e-01  5.98522e-01  3.91192e-01  1.27223e-02  6.88495e-01  2.93000e+02  7.10000e+01  1.40000e+02  1.50000e+02  1.18000e+02  4.30000e+01 -1.22362e+01 -8.64314e+00  2.37639e+01 -2.28163e-01 -9.73540e-01 -1.27436e-02 -9.47896e-01  2.25104e-01 -2.25434e-01  2.22338e-01 -3.93561e-02 -9.74175e-01
5tr4A1B1_12      1.00809e-03  2.84715e-01  2.89751e-01  1.70890e-02  5.40541e-02  1.72414e-01  1.24350e-02  8.55228e-02  1.91658e-01  4.60867e-02  2.93000e+02  7.10000e+01  9.72000e+02  7.60000e+01  2.36000e+02  3.60000e+01 -9.55465e+00 -3.07807e+01  1.59136e+01  3.06875e-01 -8.60621e-01 -4.06399e-01 -6.33158e-01  1.34202e-01 -7.62300e-01  7.10591e-01  4.91245e-01 -5.03725e-01
3gzf1A1C_21      1.00781e-03  1.24905e-01  3.48394e-01  2.07407e-02  1.03448e-01  2.70270e-02  8.35378e-06  0.00000e+00  1.44502e-01  1.76064e-02  2.93000e+02  7.10000e+01  9.20000e+01  9.60000e+01  6.50000e+01  6.20000e+01 -2.14098e+01  3.65077e+01 -1.38008e+01 -8.04926e-01  4.40879e-01  3.97140e-01 -3.50162e-01 -8.93256e-01  2.81923e-01  4.79041e-01  8.78638e-02  8.73384e-01
6ya6A1B1_21      1.00755e-03  9.49812e-02  3.94621e-01  1.71882e-02  5.12821e-02  3.33333e-02  1.20731e-05  0.00000e+00  1.49149e-01  9.54990e-03  2.93000e+02  7.10000e+01  1.01000e+02  3.44000e+02  9.10000e+01  6.70000e+01  2.95908e+00  3.75214e+01  1.75146e+01 -2.10436e-01 -9.70054e-01 -1.21291e-01 -8.80692e-01  2.41968e-01 -4.07227e-01  4.24381e-01  2.11251e-02 -9.05237e-01
3egg1A1C_21      1.00745e-03  1.57861e-01  3.55097e-01  7.33015e-02  7.59494e-02  1.50000e-01  4.65438e-03  9.62238e-02  1.65373e-01  6.68469e-02  2.93000e+02  7.10000e+01  1.60000e+02  2.94000e+02  1.38000e+02  5.70000e+01 -2.87509e+01  2.57584e+01 -4.06521e+00  9.96136e-01  8.34308e-02  2.74279e-02 -3.95596e-02  7.05089e-01 -7.08015e-01 -7.84093e-02  7.04194e-01  7.05665e-01
6azzF1D1_12      1.00730e-03  3.84182e-01  2.40379e-01  1.17351e-01  4.76190e-01  1.11111e-01  2.05081e-01  3.68712e-01  2.11959e-01  2.23433e-01  2.93000e+02  7.10000e+01  2.20000e+02  1.67000e+02  2.17000e+02  6.00000e+01  9.26891e+00 -2.35778e+01 -7.59460e+00 -1.56372e-01 -8.32201e-01 -5.31968e-01  8.06119e-01  2.03682e-01 -5.55595e-01  5.70718e-01 -5.15709e-01  6.39003e-01
6vfsA1B1_12      1.00721e-03  2.32478e-01  3.31431e-01  1.25847e-02  3.22581e-02  0.00000e+00  1.19775e-04  8.92183e-03  1.20557e-01  2.29314e-02  2.93000e+02  7.10000e+01  2.95000e+02  3.18000e+02  1.84000e+02  5.90000e+01  7.86017e+00  2.79882e+01  1.80621e+01 -8.00616e-01  5.07237e-01  3.18944e-01  5.62331e-01  4.52298e-01  6.92250e-01  2.06878e-01  7.33579e-01 -6.47352e-01
6smzA1B1_12      1.00703e-03  2.85709e-01  3.57772e-01  7.18495e-02  8.33333e-02  1.22449e-01  6.51203e-01  4.67915e-01  9.78928e-03  5.09203e-01  2.93000e+02  7.10000e+01  2.94000e+02  2.94000e+02  1.85000e+02  5.20000e+01 -1.90708e+01  1.23823e+00  8.50769e+00 -4.41516e-02 -1.08339e-01 -9.93133e-01 -7.06150e-01 -6.99818e-01  1.07735e-01 -7.06685e-01  7.06057e-01 -4.56058e-02
5du1B1C1_12      1.00699e-03  1.15936e-01  2.37700e-01  4.13068e-02  1.35135e-01  7.14286e-02  8.36549e-01  5.59843e-01  1.38679e-01  8.04177e-01  2.93000e+02  7.10000e+01  5.70000e+01  5.70000e+01  5.00000e+01  5.40000e+01  1.01657e+01 -1.04281e+01  1.41902e+00 -5.85013e-01 -5.99484e-02  8.08805e-01  8.09469e-01 -1.04890e-01  5.77719e-01  5.02019e-02  9.92675e-01  1.09888e-01
6ulhA1E1_21      1.00696e-03  1.54548e-01  4.01083e-01  5.97561e-02  2.08333e-02  4.76190e-02  1.49820e-02  7.25753e-02  1.45170e-01  3.37311e-02  2.93000e+02  7.10000e+01  7.60000e+01  3.76000e+02  6.80000e+01  6.60000e+01 -1.09688e+01 -1.73493e+01 -2.51551e+01  4.08770e-01  3.53798e-01 -8.41269e-01  2.48734e-01 -9.30093e-01 -2.70294e-01 -8.78088e-01 -9.87642e-02 -4.68196e-01
2ns80A0B_12      1.00696e-03  1.96445e-01  3.89315e-01  3.21631e-02  5.12821e-02  9.75610e-02  9.00805e-01  6.02282e-01  0.00000e+00  8.45239e-01  2.93000e+02  7.10000e+01  2.00000e+02  2.04000e+02  1.52000e+02  5.40000e+01 -1.11832e+01 -6.32968e+00  1.52119e+01  9.10118e-01  3.53822e-01  2.15629e-01  2.84515e-01 -1.55319e-01 -9.46006e-01 -3.01226e-01  9.22326e-01 -2.42027e-01
2fbi1A2A_12      1.00688e-03  1.68267e-01  3.20863e-01  1.52314e-02  2.29885e-02  2.56410e-02  3.12257e-06  0.00000e+00  1.54800e-01  1.61245e-02  2.93000e+02  7.10000e+01  1.36000e+02  1.36000e+02  1.11000e+02  5.60000e+01 -7.84112e+00 -2.49648e+01  3.00337e+01 -4.90432e-01 -1.36944e-01 -8.60653e-01  6.84711e-01  5.50388e-01 -4.77749e-01  5.39118e-01 -8.23602e-01 -1.76160e-01
6m4wA1D1_12      1.00574e-03  2.82890e-01  2.86100e-01  1.98221e-01  5.26316e-02  4.44444e-02  2.24474e-01  2.54461e-01  5.40175e-03  1.81126e-01  2.93000e+02  7.10000e+01  4.03000e+02  7.50000e+01  1.77000e+02  4.50000e+01 -1.35929e+01  1.12082e+01  2.99128e+01  1.93208e-01  5.45459e-01 -8.15565e-01 -9.76246e-01  2.38085e-02 -2.15351e-01 -9.80477e-02  8.37800e-01  5.37102e-01
6qkvA1B1_12      1.00533e-03  2.03496e-01  3.42149e-01  5.28075e-02  6.89655e-02  5.26316e-02  2.96809e-02  9.38150e-02  1.53866e-01  8.93298e-02  2.93000e+02  7.10000e+01  1.49000e+02  1.37000e+02  1.00000e+02  6.60000e+01 -2.54343e+01  8.73600e+00 -5.68116e+00  1.97042e-01  2.57945e-02  9.80056e-01  9.58156e-01  2.06648e-01 -1.98077e-01 -2.07635e-01  9.78075e-01  1.60030e-02
6txvB1B2_12      1.00498e-03  2.07870e-01  2.60044e-01  1.06762e-02  1.00000e-01  8.57143e-02  5.41052e-10  0.00000e+00  1.56149e-01  1.36850e-02  2.93000e+02  7.10000e+01  1.16000e+02  1.16000e+02  9.30000e+01  6.40000e+01 -2.94087e+01 -3.08101e-01 -1.66592e+01 -1.31463e-01  9.32597e-01 -3.36125e-01  2.10006e-01  3.57572e-01  9.09967e-01  9.68821e-01  4.90390e-02 -2.42858e-01
6rhzF1J1_12      1.00486e-03  1.72143e-01  2.77563e-01  3.52941e-02  8.33333e-02  4.34783e-02  1.37920e-08  0.00000e+00  1.41225e-01  1.27984e-02  2.93000e+02  7.10000e+01  1.63000e+02  4.00000e+01  1.10000e+02  2.60000e+01  1.82407e+01  1.94672e+01  2.88365e+01  6.75831e-01 -1.42470e-01 -7.23157e-01  6.25331e-02  9.88686e-01 -1.36342e-01  7.34400e-01  4.69227e-02  6.77093e-01
6ed0A1B1_12      1.00471e-03  1.88644e-01  2.91784e-01  1.03785e-02  6.55738e-02  9.80392e-02  5.30706e-04  1.95332e-02  1.74081e-01  3.76006e-02  2.93000e+02  7.10000e+01  1.49000e+02  1.41000e+02  1.34000e+02  5.50000e+01  1.43753e+00  2.95832e+01  8.55714e+00  8.63276e-02  4.07719e-01  9.09018e-01  6.81895e-01  6.41031e-01 -3.52277e-01 -7.26338e-01  6.50266e-01 -2.22683e-01
4tngB1B2_12      1.00442e-03  2.08506e-01  2.61288e-01  1.26126e-02  1.08108e-01  8.57143e-02  8.18100e-08  0.00000e+00  1.49046e-01  1.66041e-02  2.93000e+02  7.10000e+01  1.15000e+02  1.15000e+02  9.40000e+01  6.20000e+01 -2.87789e+01 -1.80923e-01 -1.65459e+01 -2.12183e-01  9.39479e-01 -2.68995e-01  1.53396e-01  3.03870e-01  9.40283e-01  9.65116e-01  1.58249e-01 -2.08589e-01
1z850A0B_21      1.00422e-03  1.91079e-01  3.51975e-01  1.37236e-01  9.43396e-02  6.25000e-02  5.41115e-02  1.03220e-01  2.84152e-02  6.79056e-02  2.93000e+02  7.10000e+01  2.15000e+02  2.11000e+02  1.81000e+02  5.60000e+01 -1.94640e+01  1.77373e+01  1.17909e+01 -1.08241e-01  9.10159e-01 -3.99867e-01  8.60553e-01 -1.15600e-01 -4.96070e-01 -4.97728e-01 -3.97802e-01 -7.70727e-01
6oqrL1a1_21      1.00370e-03  2.31826e-01  3.21729e-01  5.66992e-02  4.61538e-02  0.00000e+00  8.46585e-01  5.63880e-01  1.19159e-06  7.94465e-01  2.93000e+02  7.10000e+01  2.66000e+02  7.70000e+01  1.77000e+02  4.20000e+01 -1.67594e+01 -5.11228e+00  1.20357e+01 -7.86432e-01 -2.27139e-01  5.74398e-01 -3.31339e-01  9.39945e-01 -8.19603e-02 -5.21286e-01 -2.54777e-01 -8.14463e-01
3ief1A1B_21      1.00345e-03  2.05190e-01  3.04315e-01  7.63913e-02  6.81818e-02  5.17241e-02  9.59006e-01  6.62427e-01  2.05998e-07  9.53004e-01  2.93000e+02  7.10000e+01  2.15000e+02  2.24000e+02  1.54000e+02  6.90000e+01 -1.52098e+00  3.80949e-02  3.55516e+00 -1.54880e-01 -9.69878e-01 -1.88010e-01  9.23914e-01 -2.09589e-01  3.20086e-01 -3.49849e-01 -1.24130e-01  9.28546e-01
6lumC1D1_12      1.00277e-03  1.55695e-01  3.51679e-01  5.74282e-02  5.55556e-02  6.25000e-02  9.14869e-01  6.16040e-01  3.85871e-03  9.09798e-01  2.93000e+02  7.10000e+01  1.22000e+02  1.46000e+02  1.07000e+02  5.30000e+01 -3.99950e+00  9.64435e+00 -3.08998e+00 -8.41991e-01 -5.09492e-01  1.77396e-01 -3.87513e-01  7.99939e-01  4.58182e-01 -3.75346e-01  3.17042e-01 -8.70976e-01
6vocB10C3_21     1.00222e-03  2.47714e-01  2.80607e-01  2.15542e-01  6.12245e-02  1.25000e-01  7.10968e-01  6.37064e-01  5.59141e-02  6.61728e-01  2.93000e+02  7.10000e+01  1.64000e+02  1.63000e+02  1.49000e+02  6.40000e+01 -1.79036e+01 -3.06766e+00 -1.97539e+00 -3.40701e-01  9.07248e-01  2.46626e-01  3.49767e-01  3.65802e-01 -8.62468e-01 -8.72689e-01 -2.07583e-01 -4.41955e-01
1h2d0A0B_12      1.00212e-03  1.70606e-01  3.31401e-01  5.97484e-02  1.29870e-01  4.34783e-02  8.38809e-01  5.15167e-01  0.00000e+00  6.49471e-01  2.93000e+02  7.10000e+01  1.22000e+02  1.23000e+02  1.02000e+02  6.90000e+01  8.94735e-02 -9.67223e-01  1.94185e+01 -7.79047e-01  4.05290e-01  4.78357e-01 -2.90409e-01  4.42921e-01 -8.48224e-01 -5.55651e-01 -7.99725e-01 -2.27357e-01
6k8pA1B1_12      1.00163e-03  2.84305e-01  3.65695e-01  4.85734e-02  7.43802e-02  1.33333e-01  2.84420e-01  2.87652e-01  1.01886e-01  3.20994e-01  2.93000e+02  7.10000e+01  2.94000e+02  2.80000e+02  1.97000e+02  6.60000e+01  2.70611e+01 -1.03587e+01 -8.72262e-01 -8.68874e-01 -2.52105e-01 -4.26030e-01 -4.84665e-01  2.58004e-01  8.35783e-01 -1.00788e-01  9.32672e-01 -3.46360e-01
